Health,batch,Location,Subject,Cluster,Count,Total,Other
Non-inflamed,0,LP,N106,Pericytes,0,355,355
Non-inflamed,0,LP,N106,Plasma,0,355,355
Non-inflamed,0,LP,N106,Post-capillary Venules,0,355,355
Non-inflamed,0,LP,N106,RSPO3+,0,355,355
Non-inflamed,0,LP,N106,Secretory TA,26,355,329
Non-inflamed,0,LP,N106,Stem,9,355,346
Non-inflamed,0,LP,N106,TA 1,68,355,287
Non-inflamed,0,LP,N106,TA 2,94,355,261
Non-inflamed,0,LP,N106,Tregs,0,355,355
Non-inflamed,0,LP,N106,Tuft,0,355,355
Non-inflamed,0,LP,N106,WNT2B+ Fos-hi,0,355,355
Non-inflamed,0,LP,N106,WNT2B+ Fos-lo 1,0,355,355
Non-inflamed,0,LP,N106,WNT2B+ Fos-lo 2,0,355,355
Non-inflamed,0,LP,N106,WNT5B+ 1,0,355,355
Non-inflamed,0,LP,N106,WNT5B+ 2,0,355,355
Non-inflamed,0,LP,N110,Best4+ Enterocytes,130,1995,1865
Non-inflamed,0,LP,N110,CD4+ Activated Fos-hi,0,1995,1995
Non-inflamed,0,LP,N110,CD4+ Activated Fos-lo,0,1995,1995
Non-inflamed,0,LP,N110,CD4+ Memory,0,1995,1995
Non-inflamed,0,LP,N110,CD4+ PD1+,0,1995,1995
Non-inflamed,0,LP,N110,CD8+ IELs,0,1995,1995
Non-inflamed,0,LP,N110,CD8+ IL17+,0,1995,1995
Non-inflamed,0,LP,N110,CD8+ LP,0,1995,1995
Non-inflamed,0,LP,N110,CD69+ Mast,0,1995,1995
Non-inflamed,0,LP,N110,CD69- Mast,0,1995,1995
Non-inflamed,0,LP,N110,Cycling B,0,1995,1995
Non-inflamed,0,LP,N110,Cycling Monocytes,0,1995,1995
Non-inflamed,0,LP,N110,Cycling T,0,1995,1995
Non-inflamed,0,LP,N110,Cycling TA,393,1995,1602
Non-inflamed,0,LP,N110,DC1,0,1995,1995
Non-inflamed,0,LP,N110,DC2,0,1995,1995
Non-inflamed,0,LP,N110,Endothelial,0,1995,1995
Non-inflamed,0,LP,N110,Enterocyte Progenitors,63,1995,1932
Non-inflamed,0,LP,N110,Enterocytes,177,1995,1818
Non-inflamed,0,LP,N110,Enteroendocrine,24,1995,1971
Non-inflamed,0,LP,N110,Follicular,0,1995,1995
Non-inflamed,0,LP,N110,GC,0,1995,1995
Non-inflamed,0,LP,N110,Glia,0,1995,1995
Non-inflamed,0,LP,N110,Goblet,82,1995,1913
Non-inflamed,0,LP,N110,ILCs,0,1995,1995
Non-inflamed,0,LP,N110,Immature Enterocytes 1,155,1995,1840
Non-inflamed,0,LP,N110,Immature Enterocytes 2,210,1995,1785
Non-inflamed,0,LP,N110,Immature Goblet,209,1995,1786
Non-inflamed,0,LP,N110,Inflammatory Fibroblasts,0,1995,1995
Non-inflamed,0,LP,N110,Inflammatory Monocytes,0,1995,1995
Non-inflamed,0,LP,N110,M cells,1,1995,1994
Non-inflamed,0,LP,N110,MT-hi,0,1995,1995
Non-inflamed,0,LP,N110,Macrophages,0,1995,1995
Non-inflamed,0,LP,N110,Microvascular,0,1995,1995
Non-inflamed,0,LP,N110,Myofibroblasts,0,1995,1995
Non-inflamed,0,LP,N110,NKs,0,1995,1995
Non-inflamed,0,LP,N110,Pericytes,0,1995,1995
Non-inflamed,0,LP,N110,Plasma,0,1995,1995
Non-inflamed,0,LP,N110,Post-capillary Venules,0,1995,1995
Non-inflamed,0,LP,N110,RSPO3+,0,1995,1995
Non-inflamed,0,LP,N110,Secretory TA,52,1995,1943
Non-inflamed,0,LP,N110,Stem,38,1995,1957
Non-inflamed,0,LP,N110,TA 1,249,1995,1746
Non-inflamed,0,LP,N110,TA 2,205,1995,1790
Non-inflamed,0,LP,N110,Tregs,0,1995,1995
Non-inflamed,0,LP,N110,Tuft,7,1995,1988
Non-inflamed,0,LP,N110,WNT2B+ Fos-hi,0,1995,1995
Non-inflamed,0,LP,N110,WNT2B+ Fos-lo 1,0,1995,1995
Non-inflamed,0,LP,N110,WNT2B+ Fos-lo 2,0,1995,1995
Non-inflamed,0,LP,N110,WNT5B+ 1,0,1995,1995
Non-inflamed,0,LP,N110,WNT5B+ 2,0,1995,1995
Non-inflamed,0,LP,N111,Best4+ Enterocytes,1,280,279
Non-inflamed,0,LP,N111,CD4+ Activated Fos-hi,0,280,280
Non-inflamed,0,LP,N111,CD4+ Activated Fos-lo,0,280,280
Non-inflamed,0,LP,N111,CD4+ Memory,0,280,280
Non-inflamed,0,LP,N111,CD4+ PD1+,0,280,280
Non-inflamed,0,LP,N111,CD8+ IELs,0,280,280
Non-inflamed,0,LP,N111,CD8+ IL17+,0,280,280
Non-inflamed,0,LP,N111,CD8+ LP,0,280,280
Non-inflamed,0,LP,N111,CD69+ Mast,0,280,280
Non-inflamed,0,LP,N111,CD69- Mast,0,280,280
Non-inflamed,0,LP,N111,Cycling B,0,280,280
Non-inflamed,0,LP,N111,Cycling Monocytes,0,280,280
Non-inflamed,0,LP,N111,Cycling T,0,280,280
Non-inflamed,0,LP,N111,Cycling TA,33,280,247
Non-inflamed,0,LP,N111,DC1,0,280,280
Non-inflamed,0,LP,N111,DC2,0,280,280
Non-inflamed,0,LP,N111,Endothelial,0,280,280
Non-inflamed,0,LP,N111,Enterocyte Progenitors,24,280,256
Non-inflamed,0,LP,N111,Enterocytes,4,280,276
Non-inflamed,0,LP,N111,Enteroendocrine,1,280,279
Non-inflamed,0,LP,N111,Follicular,0,280,280
Non-inflamed,0,LP,N111,GC,0,280,280
Non-inflamed,0,LP,N111,Glia,0,280,280
Non-inflamed,0,LP,N111,Goblet,0,280,280
Non-inflamed,0,LP,N111,ILCs,0,280,280
Non-inflamed,0,LP,N111,Immature Enterocytes 1,1,280,279
Non-inflamed,0,LP,N111,Immature Enterocytes 2,5,280,275
Non-inflamed,0,LP,N111,Immature Goblet,20,280,260
Non-inflamed,0,LP,N111,Inflammatory Fibroblasts,0,280,280
Non-inflamed,0,LP,N111,Inflammatory Monocytes,0,280,280
Non-inflamed,0,LP,N111,M cells,10,280,270
Non-inflamed,0,LP,N111,MT-hi,0,280,280
Non-inflamed,0,LP,N111,Macrophages,0,280,280
Non-inflamed,0,LP,N111,Microvascular,0,280,280
Non-inflamed,0,LP,N111,Myofibroblasts,0,280,280
Non-inflamed,0,LP,N111,NKs,0,280,280
Non-inflamed,0,LP,N111,Pericytes,0,280,280
Non-inflamed,0,LP,N111,Plasma,0,280,280
Non-inflamed,0,LP,N111,Post-capillary Venules,0,280,280
Non-inflamed,0,LP,N111,RSPO3+,0,280,280
Non-inflamed,0,LP,N111,Secretory TA,11,280,269
Non-inflamed,0,LP,N111,Stem,20,280,260
Non-inflamed,0,LP,N111,TA 1,103,280,177
Non-inflamed,0,LP,N111,TA 2,42,280,238
Non-inflamed,0,LP,N111,Tregs,0,280,280
Non-inflamed,0,LP,N111,Tuft,5,280,275
Non-inflamed,0,LP,N111,WNT2B+ Fos-hi,0,280,280
Non-inflamed,0,LP,N111,WNT2B+ Fos-lo 1,0,280,280
Non-inflamed,0,LP,N111,WNT2B+ Fos-lo 2,0,280,280
Non-inflamed,0,LP,N111,WNT5B+ 1,0,280,280
Non-inflamed,0,LP,N111,WNT5B+ 2,0,280,280
Non-inflamed,0,LP,N539,Best4+ Enterocytes,0,47,47
Non-inflamed,0,LP,N539,CD4+ Activated Fos-hi,0,47,47
Non-inflamed,0,LP,N539,CD4+ Activated Fos-lo,0,47,47
Non-inflamed,0,LP,N539,CD4+ Memory,0,47,47
Non-inflamed,0,LP,N539,CD4+ PD1+,0,47,47
Non-inflamed,0,LP,N539,CD8+ IELs,0,47,47
Non-inflamed,0,LP,N539,CD8+ IL17+,0,47,47
Non-inflamed,0,LP,N539,CD8+ LP,0,47,47
Non-inflamed,0,LP,N539,CD69+ Mast,0,47,47
Non-inflamed,0,LP,N539,CD69- Mast,0,47,47
Non-inflamed,0,LP,N539,Cycling B,0,47,47
Non-inflamed,0,LP,N539,Cycling Monocytes,0,47,47
Non-inflamed,0,LP,N539,Cycling T,0,47,47
Non-inflamed,0,LP,N539,Cycling TA,4,47,43
Non-inflamed,0,LP,N539,DC1,0,47,47
Non-inflamed,0,LP,N539,DC2,0,47,47
Non-inflamed,0,LP,N539,Endothelial,0,47,47
Non-inflamed,0,LP,N539,Enterocyte Progenitors,1,47,46
Non-inflamed,0,LP,N539,Enterocytes,1,47,46
Non-inflamed,0,LP,N539,Enteroendocrine,0,47,47
Non-inflamed,0,LP,N539,Follicular,0,47,47
Non-inflamed,0,LP,N539,GC,0,47,47
Non-inflamed,0,LP,N539,Glia,0,47,47
Non-inflamed,0,LP,N539,Goblet,0,47,47
Non-inflamed,0,LP,N539,ILCs,0,47,47
Non-inflamed,0,LP,N539,Immature Enterocytes 1,1,47,46
Non-inflamed,0,LP,N539,Immature Enterocytes 2,0,47,47
Non-inflamed,0,LP,N539,Immature Goblet,13,47,34
Non-inflamed,0,LP,N539,Inflammatory Fibroblasts,0,47,47
Non-inflamed,0,LP,N539,Inflammatory Monocytes,0,47,47
Non-inflamed,0,LP,N539,M cells,0,47,47
Non-inflamed,0,LP,N539,MT-hi,0,47,47
Non-inflamed,0,LP,N539,Macrophages,0,47,47
Non-inflamed,0,LP,N539,Microvascular,0,47,47
Non-inflamed,0,LP,N539,Myofibroblasts,0,47,47
Non-inflamed,0,LP,N539,NKs,0,47,47
Non-inflamed,0,LP,N539,Pericytes,0,47,47
Non-inflamed,0,LP,N539,Plasma,0,47,47
Non-inflamed,0,LP,N539,Post-capillary Venules,0,47,47
Non-inflamed,0,LP,N539,RSPO3+,0,47,47
Non-inflamed,0,LP,N539,Secretory TA,1,47,46
Non-inflamed,0,LP,N539,Stem,3,47,44
Non-inflamed,0,LP,N539,TA 1,13,47,34
Non-inflamed,0,LP,N539,TA 2,10,47,37
Non-inflamed,0,LP,N539,Tregs,0,47,47
Non-inflamed,0,LP,N539,Tuft,0,47,47
Non-inflamed,0,LP,N539,WNT2B+ Fos-hi,0,47,47
Non-inflamed,0,LP,N539,WNT2B+ Fos-lo 1,0,47,47
Non-inflamed,0,LP,N539,WNT2B+ Fos-lo 2,0,47,47
Non-inflamed,0,LP,N539,WNT5B+ 1,0,47,47
Non-inflamed,0,LP,N539,WNT5B+ 2,0,47,47
Non-inflamed,0,LP,N661,Best4+ Enterocytes,22,1384,1362
Non-inflamed,0,LP,N661,CD4+ Activated Fos-hi,0,1384,1384
Non-inflamed,0,LP,N661,CD4+ Activated Fos-lo,0,1384,1384
Non-inflamed,0,LP,N661,CD4+ Memory,0,1384,1384
Non-inflamed,0,LP,N661,CD4+ PD1+,0,1384,1384
Non-inflamed,0,LP,N661,CD8+ IELs,0,1384,1384
Non-inflamed,0,LP,N661,CD8+ IL17+,0,1384,1384
Non-inflamed,0,LP,N661,CD8+ LP,0,1384,1384
Non-inflamed,0,LP,N661,CD69+ Mast,0,1384,1384
Non-inflamed,0,LP,N661,CD69- Mast,0,1384,1384
Non-inflamed,0,LP,N661,Cycling B,0,1384,1384
Non-inflamed,0,LP,N661,Cycling Monocytes,0,1384,1384
Non-inflamed,0,LP,N661,Cycling T,0,1384,1384
Non-inflamed,0,LP,N661,Cycling TA,337,1384,1047
Non-inflamed,0,LP,N661,DC1,0,1384,1384
Non-inflamed,0,LP,N661,DC2,0,1384,1384
Non-inflamed,0,LP,N661,Endothelial,0,1384,1384
Non-inflamed,0,LP,N661,Enterocyte Progenitors,10,1384,1374
Non-inflamed,0,LP,N661,Enterocytes,77,1384,1307
Non-inflamed,0,LP,N661,Enteroendocrine,16,1384,1368
Non-inflamed,0,LP,N661,Follicular,0,1384,1384
Non-inflamed,0,LP,N661,GC,0,1384,1384
Non-inflamed,0,LP,N661,Glia,0,1384,1384
Non-inflamed,0,LP,N661,Goblet,24,1384,1360
Non-inflamed,0,LP,N661,ILCs,0,1384,1384
Non-inflamed,0,LP,N661,Immature Enterocytes 1,13,1384,1371
Non-inflamed,0,LP,N661,Immature Enterocytes 2,101,1384,1283
Non-inflamed,0,LP,N661,Immature Goblet,201,1384,1183
Non-inflamed,0,LP,N661,Inflammatory Fibroblasts,0,1384,1384
Non-inflamed,0,LP,N661,Inflammatory Monocytes,0,1384,1384
Non-inflamed,0,LP,N661,M cells,1,1384,1383
Non-inflamed,0,LP,N661,MT-hi,0,1384,1384
Non-inflamed,0,LP,N661,Macrophages,0,1384,1384
Non-inflamed,0,LP,N661,Microvascular,0,1384,1384
Non-inflamed,0,LP,N661,Myofibroblasts,0,1384,1384
Non-inflamed,0,LP,N661,NKs,0,1384,1384
Non-inflamed,0,LP,N661,Pericytes,0,1384,1384
Non-inflamed,0,LP,N661,Plasma,0,1384,1384
Non-inflamed,0,LP,N661,Post-capillary Venules,0,1384,1384
Non-inflamed,0,LP,N661,RSPO3+,0,1384,1384
Non-inflamed,0,LP,N661,Secretory TA,40,1384,1344
Non-inflamed,0,LP,N661,Stem,51,1384,1333
Non-inflamed,0,LP,N661,TA 1,246,1384,1138
Non-inflamed,0,LP,N661,TA 2,245,1384,1139
Non-inflamed,0,LP,N661,Tregs,0,1384,1384
Non-inflamed,0,LP,N661,Tuft,0,1384,1384
Non-inflamed,0,LP,N661,WNT2B+ Fos-hi,0,1384,1384
Non-inflamed,0,LP,N661,WNT2B+ Fos-lo 1,0,1384,1384
Non-inflamed,0,LP,N661,WNT2B+ Fos-lo 2,0,1384,1384
Non-inflamed,0,LP,N661,WNT5B+ 1,0,1384,1384
Non-inflamed,0,LP,N661,WNT5B+ 2,0,1384,1384
Non-inflamed,1,Epi,N7,Best4+ Enterocytes,0,0,0
Non-inflamed,1,Epi,N7,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,1,Epi,N7,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,1,Epi,N7,CD4+ Memory,0,0,0
Non-inflamed,1,Epi,N7,CD4+ PD1+,0,0,0
Non-inflamed,1,Epi,N7,CD8+ IELs,0,0,0
Non-inflamed,1,Epi,N7,CD8+ IL17+,0,0,0
Non-inflamed,1,Epi,N7,CD8+ LP,0,0,0
Non-inflamed,1,Epi,N7,CD69+ Mast,0,0,0
Non-inflamed,1,Epi,N7,CD69- Mast,0,0,0
Non-inflamed,1,Epi,N7,Cycling B,0,0,0
Non-inflamed,1,Epi,N7,Cycling Monocytes,0,0,0
Non-inflamed,1,Epi,N7,Cycling T,0,0,0
Non-inflamed,1,Epi,N7,Cycling TA,0,0,0
Non-inflamed,1,Epi,N7,DC1,0,0,0
Non-inflamed,1,Epi,N7,DC2,0,0,0
Non-inflamed,1,Epi,N7,Endothelial,0,0,0
Non-inflamed,1,Epi,N7,Enterocyte Progenitors,0,0,0
Non-inflamed,1,Epi,N7,Enterocytes,0,0,0
Non-inflamed,1,Epi,N7,Enteroendocrine,0,0,0
Non-inflamed,1,Epi,N7,Follicular,0,0,0
Non-inflamed,1,Epi,N7,GC,0,0,0
Non-inflamed,1,Epi,N7,Glia,0,0,0
Non-inflamed,1,Epi,N7,Goblet,0,0,0
Non-inflamed,1,Epi,N7,ILCs,0,0,0
Non-inflamed,1,Epi,N7,Immature Enterocytes 1,0,0,0
Non-inflamed,1,Epi,N7,Immature Enterocytes 2,0,0,0
Non-inflamed,1,Epi,N7,Immature Goblet,0,0,0
Non-inflamed,1,Epi,N7,Inflammatory Fibroblasts,0,0,0
Non-inflamed,1,Epi,N7,Inflammatory Monocytes,0,0,0
Non-inflamed,1,Epi,N7,M cells,0,0,0
Non-inflamed,1,Epi,N7,MT-hi,0,0,0
Non-inflamed,1,Epi,N7,Macrophages,0,0,0
Non-inflamed,1,Epi,N7,Microvascular,0,0,0
Non-inflamed,1,Epi,N7,Myofibroblasts,0,0,0
Non-inflamed,1,Epi,N7,NKs,0,0,0
Non-inflamed,1,Epi,N7,Pericytes,0,0,0
Non-inflamed,1,Epi,N7,Plasma,0,0,0
Non-inflamed,1,Epi,N7,Post-capillary Venules,0,0,0
Non-inflamed,1,Epi,N7,RSPO3+,0,0,0
Non-inflamed,1,Epi,N7,Secretory TA,0,0,0
Non-inflamed,1,Epi,N7,Stem,0,0,0
Non-inflamed,1,Epi,N7,TA 1,0,0,0
Non-inflamed,1,Epi,N7,TA 2,0,0,0
Non-inflamed,1,Epi,N7,Tregs,0,0,0
Non-inflamed,1,Epi,N7,Tuft,0,0,0
Non-inflamed,1,Epi,N7,WNT2B+ Fos-hi,0,0,0
Non-inflamed,1,Epi,N7,WNT2B+ Fos-lo 1,0,0,0
Non-inflamed,1,Epi,N7,WNT2B+ Fos-lo 2,0,0,0
Non-inflamed,1,Epi,N7,WNT5B+ 1,0,0,0
Non-inflamed,1,Epi,N7,WNT5B+ 2,0,0,0
Non-inflamed,1,Epi,N8,Best4+ Enterocytes,0,0,0
Non-inflamed,1,Epi,N8,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,1,Epi,N8,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,1,Epi,N8,CD4+ Memory,0,0,0
Non-inflamed,1,Epi,N8,CD4+ PD1+,0,0,0
Non-inflamed,1,Epi,N8,CD8+ IELs,0,0,0
Non-inflamed,1,Epi,N8,CD8+ IL17+,0,0,0
Non-inflamed,1,Epi,N8,CD8+ LP,0,0,0
Non-inflamed,1,Epi,N8,CD69+ Mast,0,0,0
Non-inflamed,1,Epi,N8,CD69- Mast,0,0,0
Non-inflamed,1,Epi,N8,Cycling B,0,0,0
Non-inflamed,1,Epi,N8,Cycling Monocytes,0,0,0
Non-inflamed,1,Epi,N8,Cycling T,0,0,0
Non-inflamed,1,Epi,N8,Cycling TA,0,0,0
Non-inflamed,1,Epi,N8,DC1,0,0,0
Non-inflamed,1,Epi,N8,DC2,0,0,0
Non-inflamed,1,Epi,N8,Endothelial,0,0,0
Non-inflamed,1,Epi,N8,Enterocyte Progenitors,0,0,0
Non-inflamed,1,Epi,N8,Enterocytes,0,0,0
Non-inflamed,1,Epi,N8,Enteroendocrine,0,0,0
Non-inflamed,1,Epi,N8,Follicular,0,0,0
Non-inflamed,1,Epi,N8,GC,0,0,0
Non-inflamed,1,Epi,N8,Glia,0,0,0
Non-inflamed,1,Epi,N8,Goblet,0,0,0
Non-inflamed,1,Epi,N8,ILCs,0,0,0
Non-inflamed,1,Epi,N8,Immature Enterocytes 1,0,0,0
Non-inflamed,1,Epi,N8,Immature Enterocytes 2,0,0,0
Non-inflamed,1,Epi,N8,Immature Goblet,0,0,0
Non-inflamed,1,Epi,N8,Inflammatory Fibroblasts,0,0,0
Non-inflamed,1,Epi,N8,Inflammatory Monocytes,0,0,0
Non-inflamed,1,Epi,N8,M cells,0,0,0
Non-inflamed,1,Epi,N8,MT-hi,0,0,0
Non-inflamed,1,Epi,N8,Macrophages,0,0,0
Non-inflamed,1,Epi,N8,Microvascular,0,0,0
Non-inflamed,1,Epi,N8,Myofibroblasts,0,0,0
Non-inflamed,1,Epi,N8,NKs,0,0,0
Non-inflamed,1,Epi,N8,Pericytes,0,0,0
Non-inflamed,1,Epi,N8,Plasma,0,0,0
Non-inflamed,1,Epi,N8,Post-capillary Venules,0,0,0
Non-inflamed,1,Epi,N8,RSPO3+,0,0,0
Non-inflamed,1,Epi,N8,Secretory TA,0,0,0
Non-inflamed,1,Epi,N8,Stem,0,0,0
Non-inflamed,1,Epi,N8,TA 1,0,0,0
Non-inflamed,1,Epi,N8,TA 2,0,0,0
Non-inflamed,1,Epi,N8,Tregs,0,0,0
Non-inflamed,1,Epi,N8,Tuft,0,0,0
Non-inflamed,1,Epi,N8,WNT2B+ Fos-hi,0,0,0
Non-inflamed,1,Epi,N8,WNT2B+ Fos-lo 1,0,0,0
Non-inflamed,1,Epi,N8,WNT2B+ Fos-lo 2,0,0,0
Non-inflamed,1,Epi,N8,WNT5B+ 1,0,0,0
Non-inflamed,1,Epi,N8,WNT5B+ 2,0,0,0
Non-inflamed,1,Epi,N9,Best4+ Enterocytes,0,1,1
Non-inflamed,1,Epi,N9,CD4+ Activated Fos-hi,0,1,1
Non-inflamed,1,Epi,N9,CD4+ Activated Fos-lo,0,1,1
Non-inflamed,1,Epi,N9,CD4+ Memory,0,1,1
Non-inflamed,1,Epi,N9,CD4+ PD1+,0,1,1
Non-inflamed,1,Epi,N9,CD8+ IELs,0,1,1
Non-inflamed,1,Epi,N9,CD8+ IL17+,0,1,1
Non-inflamed,1,Epi,N9,CD8+ LP,0,1,1
Non-inflamed,1,Epi,N9,CD69+ Mast,0,1,1
Non-inflamed,1,Epi,N9,CD69- Mast,0,1,1
Non-inflamed,1,Epi,N9,Cycling B,0,1,1
Non-inflamed,1,Epi,N9,Cycling Monocytes,0,1,1
Non-inflamed,1,Epi,N9,Cycling T,0,1,1
Non-inflamed,1,Epi,N9,Cycling TA,0,1,1
Non-inflamed,1,Epi,N9,DC1,0,1,1
Non-inflamed,1,Epi,N9,DC2,0,1,1
Non-inflamed,1,Epi,N9,Endothelial,0,1,1
Non-inflamed,1,Epi,N9,Enterocyte Progenitors,0,1,1
Non-inflamed,1,Epi,N9,Enterocytes,0,1,1
Non-inflamed,1,Epi,N9,Enteroendocrine,0,1,1
Non-inflamed,1,Epi,N9,Follicular,0,1,1
Non-inflamed,1,Epi,N9,GC,0,1,1
Non-inflamed,1,Epi,N9,Glia,0,1,1
Non-inflamed,1,Epi,N9,Goblet,0,1,1
Non-inflamed,1,Epi,N9,ILCs,0,1,1
Non-inflamed,1,Epi,N9,Immature Enterocytes 1,0,1,1
Non-inflamed,1,Epi,N9,Immature Enterocytes 2,0,1,1
Non-inflamed,1,Epi,N9,Immature Goblet,0,1,1
Non-inflamed,1,Epi,N9,Inflammatory Fibroblasts,1,1,0
Non-inflamed,1,Epi,N9,Inflammatory Monocytes,0,1,1
Non-inflamed,1,Epi,N9,M cells,0,1,1
Non-inflamed,1,Epi,N9,MT-hi,0,1,1
Non-inflamed,1,Epi,N9,Macrophages,0,1,1
Non-inflamed,1,Epi,N9,Microvascular,0,1,1
Non-inflamed,1,Epi,N9,Myofibroblasts,0,1,1
Non-inflamed,1,Epi,N9,NKs,0,1,1
Non-inflamed,1,Epi,N9,Pericytes,0,1,1
Non-inflamed,1,Epi,N9,Plasma,0,1,1
Non-inflamed,1,Epi,N9,Post-capillary Venules,0,1,1
Non-inflamed,1,Epi,N9,RSPO3+,0,1,1
Non-inflamed,1,Epi,N9,Secretory TA,0,1,1
Non-inflamed,1,Epi,N9,Stem,0,1,1
Non-inflamed,1,Epi,N9,TA 1,0,1,1
Non-inflamed,1,Epi,N9,TA 2,0,1,1
Non-inflamed,1,Epi,N9,Tregs,0,1,1
Non-inflamed,1,Epi,N9,Tuft,0,1,1
Non-inflamed,1,Epi,N9,WNT2B+ Fos-hi,0,1,1
Non-inflamed,1,Epi,N9,WNT2B+ Fos-lo 1,0,1,1
Non-inflamed,1,Epi,N9,WNT2B+ Fos-lo 2,0,1,1
Non-inflamed,1,Epi,N9,WNT5B+ 1,0,1,1
Non-inflamed,1,Epi,N9,WNT5B+ 2,0,1,1
Non-inflamed,1,Epi,N10,Best4+ Enterocytes,0,0,0
Non-inflamed,1,Epi,N10,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,1,Epi,N10,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,1,Epi,N10,CD4+ Memory,0,0,0
Non-inflamed,1,Epi,N10,CD4+ PD1+,0,0,0
Non-inflamed,1,Epi,N10,CD8+ IELs,0,0,0
Non-inflamed,1,Epi,N10,CD8+ IL17+,0,0,0
Non-inflamed,1,Epi,N10,CD8+ LP,0,0,0
Non-inflamed,1,Epi,N10,CD69+ Mast,0,0,0
Non-inflamed,1,Epi,N10,CD69- Mast,0,0,0
Non-inflamed,1,Epi,N10,Cycling B,0,0,0
Non-inflamed,1,Epi,N10,Cycling Monocytes,0,0,0
Non-inflamed,1,Epi,N10,Cycling T,0,0,0
Non-inflamed,1,Epi,N10,Cycling TA,0,0,0
Non-inflamed,1,Epi,N10,DC1,0,0,0
Non-inflamed,1,Epi,N10,DC2,0,0,0
Non-inflamed,1,Epi,N10,Endothelial,0,0,0
Non-inflamed,1,Epi,N10,Enterocyte Progenitors,0,0,0
Non-inflamed,1,Epi,N10,Enterocytes,0,0,0
Non-inflamed,1,Epi,N10,Enteroendocrine,0,0,0
Non-inflamed,1,Epi,N10,Follicular,0,0,0
Non-inflamed,1,Epi,N10,GC,0,0,0
Non-inflamed,1,Epi,N10,Glia,0,0,0
Non-inflamed,1,Epi,N10,Goblet,0,0,0
Non-inflamed,1,Epi,N10,ILCs,0,0,0
Non-inflamed,1,Epi,N10,Immature Enterocytes 1,0,0,0
Non-inflamed,1,Epi,N10,Immature Enterocytes 2,0,0,0
Non-inflamed,1,Epi,N10,Immature Goblet,0,0,0
Non-inflamed,1,Epi,N10,Inflammatory Fibroblasts,0,0,0
Non-inflamed,1,Epi,N10,Inflammatory Monocytes,0,0,0
Non-inflamed,1,Epi,N10,M cells,0,0,0
Non-inflamed,1,Epi,N10,MT-hi,0,0,0
Non-inflamed,1,Epi,N10,Macrophages,0,0,0
Non-inflamed,1,Epi,N10,Microvascular,0,0,0
Non-inflamed,1,Epi,N10,Myofibroblasts,0,0,0
Non-inflamed,1,Epi,N10,NKs,0,0,0
Non-inflamed,1,Epi,N10,Pericytes,0,0,0
Non-inflamed,1,Epi,N10,Plasma,0,0,0
Non-inflamed,1,Epi,N10,Post-capillary Venules,0,0,0
Non-inflamed,1,Epi,N10,RSPO3+,0,0,0
Non-inflamed,1,Epi,N10,Secretory TA,0,0,0
Non-inflamed,1,Epi,N10,Stem,0,0,0
Non-inflamed,1,Epi,N10,TA 1,0,0,0
Non-inflamed,1,Epi,N10,TA 2,0,0,0
Non-inflamed,1,Epi,N10,Tregs,0,0,0
Non-inflamed,1,Epi,N10,Tuft,0,0,0
Non-inflamed,1,Epi,N10,WNT2B+ Fos-hi,0,0,0
Non-inflamed,1,Epi,N10,WNT2B+ Fos-lo 1,0,0,0
Non-inflamed,1,Epi,N10,WNT2B+ Fos-lo 2,0,0,0
Non-inflamed,1,Epi,N10,WNT5B+ 1,0,0,0
Non-inflamed,1,Epi,N10,WNT5B+ 2,0,0,0
Non-inflamed,1,Epi,N11,Best4+ Enterocytes,0,0,0
Non-inflamed,1,Epi,N11,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,1,Epi,N11,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,1,Epi,N11,CD4+ Memory,0,0,0
Non-inflamed,1,Epi,N11,CD4+ PD1+,0,0,0
Non-inflamed,1,Epi,N11,CD8+ IELs,0,0,0
Non-inflamed,1,Epi,N11,CD8+ IL17+,0,0,0
Non-inflamed,1,Epi,N11,CD8+ LP,0,0,0
Non-inflamed,1,Epi,N11,CD69+ Mast,0,0,0
Non-inflamed,1,Epi,N11,CD69- Mast,0,0,0
Non-inflamed,1,Epi,N11,Cycling B,0,0,0
Non-inflamed,1,Epi,N11,Cycling Monocytes,0,0,0
Non-inflamed,1,Epi,N11,Cycling T,0,0,0
Non-inflamed,1,Epi,N11,Cycling TA,0,0,0
Non-inflamed,1,Epi,N11,DC1,0,0,0
Non-inflamed,1,Epi,N11,DC2,0,0,0
Non-inflamed,1,Epi,N11,Endothelial,0,0,0
Non-inflamed,1,Epi,N11,Enterocyte Progenitors,0,0,0
Non-inflamed,1,Epi,N11,Enterocytes,0,0,0
Non-inflamed,1,Epi,N11,Enteroendocrine,0,0,0
Non-inflamed,1,Epi,N11,Follicular,0,0,0
Non-inflamed,1,Epi,N11,GC,0,0,0
Non-inflamed,1,Epi,N11,Glia,0,0,0
Non-inflamed,1,Epi,N11,Goblet,0,0,0
Non-inflamed,1,Epi,N11,ILCs,0,0,0
